start,end,name
1242452,1246722,C1QTNF12
1242452,1246722,C1QTNF12
1242452,1247218,C1QTNF12
1242452,1247280,C1QTNF12
1253911,1265590,UBE2J2
1253911,1267905,UBE2J2
1253911,1267905,UBE2J2
1253911,1267905,UBE2J2
1253911,1267905,UBE2J2
1253911,1273854,UBE2J2
1253911,1273854,UBE2J2
1253911,1273854,UBE2J2
1253911,1273854,UBE2J2
1253911,1273854,UBE2J2
1253911,1273854,UBE2J2
1253911,1273854,UBE2J2
1253911,1273854,UBE2J2
1253911,1273854,UBE2J2
1274001,1280607,LINC01786
1280435,1292025,SCNN1D
1280435,1292025,SCNN1D
1292390,1298113,ACAP3
1292390,1304792,ACAP3
1292390,1304792,ACAP3
1292390,1307930,ACAP3
1292390,1307930,ACAP3
1292390,1307930,ACAP3
1292390,1307930,ACAP3
1292390,1307930,ACAP3
1296109,1296170,MIR6726
1304728,1304812,SNORD167
1308596,1310853,PUSL1
1308596,1311016,PUSL1
1308596,1311071,PUSL1
1308596,1311677,PUSL1
1308596,1311677,PUSL1
1308596,1311677,PUSL1
1308596,1311677,PUSL1
1311599,1321073,INTS11
1311599,1324660,INTS11
1311599,1324660,INTS11
1311599,1324660,INTS11
1311599,1324660,INTS11
1311599,1324660,INTS11
1311599,1324660,INTS11
1311599,1324660,INTS11
1312501,1312566,MIR6727
1324801,1328896,CPTP
1324801,1328896,CPTP
1324801,1328896,CPTP
1331279,1335314,TAS1R3
1331279,1335314,TAS1R3
1331279,1335314,TAS1R3
1331279,1335314,TAS1R3
1335277,1340178,DVL1
1335277,1349418,DVL1
1335277,1349418,DVL1
1335277,1349418,DVL1
1335277,1349418,DVL1
1339649,1339708,MIR6808
1352688,1358547,MXRA8
1352690,1358555,MXRA8
1352690,1358555,MXRA8
1352690,1358555,MXRA8
1352690,1358555,MXRA8
1352690,1361799,MXRA8
1352690,1363541,MXRA8
1373735,1375207,AURKAIP1
1373735,1375207,AURKAIP1
1373735,1375207,AURKAIP1
1385710,1392804,CCNL2
1385710,1399335,CCNL2
1385710,1399335,CCNL2
1385710,1399335,CCNL2
1385710,1399335,CCNL2
1385710,1399335,CCNL2
1385710,1399335,CCNL2
1385710,1399335,CCNL2
1385710,1399335,CCNL2
1385710,1399335,CCNL2
1385710,1399335,CCNL2
1385710,1399335,CCNL2
1391128,1399335,CCNL2
1392292,1399335,CCNL2
1399529,1402046,MRPL20-AS1
1401908,1407293,MRPL20
1401908,1407293,MRPL20
1408347,1410684,MRPL20-DT
1418419,1421276,ANKRD65
1418419,1421276,ANKRD65
1418419,1421276,ANKRD65
1418419,1421276,ANKRD65
1418419,1421276,ANKRD65
1418419,1421276,ANKRD65
1418419,1421276,ANKRD65
1420165,1423287,ANKRD65-AS1
1425870,1430255,TMEM278
1430156,1434573,LINC01770
1430156,1434573,LINC01770
1430156,1434573,LINC01770
1433232,1435549,LOC107985729
1435689,1442882,VWA1
1435689,1442882,VWA1
1449688,1470163,ATAD3C
1471764,1489785,ATAD3B
1471764,1490322,ATAD3B
1471764,1490337,ATAD3B
1471764,1490349,ATAD3B
1471764,1490384,ATAD3B
1471764,1497848,ATAD3B
1471764,1497848,ATAD3B
1471764,1509466,ATAD3B
1477848,1497848,ATAD3B
1478204,1497848,ATAD3B
1512161,1527682,ATAD3A
1512161,1529300,ATAD3A
1512161,1534685,ATAD3A
1512161,1534685,ATAD3A
1512161,1534685,ATAD3A
1512529,1534685,ATAD3A
1534777,1540624,TMEM240
1541672,1574863,SSU72
1574946,1577071,SSU72-AS1
1598011,1600135,FNDC10
1599432,1607210,LOC105378586
1613730,1630605,MIB2
1613730,1630605,MIB2
1613730,1630605,MIB2
1613730,1630605,MIB2
1613730,1630605,MIB2
1613730,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615499,1630605,MIB2
1615854,1630605,MIB2
1615854,1630605,MIB2
1615854,1630605,MIB2
1615854,1630605,MIB2
1615854,1630605,MIB2
1615854,1630605,MIB2
1615854,1617323,MIB2
1619312,1630605,MIB2
1624756,1631786,LOC124903821
1632172,1634654,MMP23B
1632172,1634654,MMP23B
1632172,1634654,MMP23B
1635224,1641751,CDK11B
1635224,1649637,CDK11B
1635224,1657480,CDK11B
1635224,1657480,CDK11B
1635224,1657480,CDK11B
1635224,1657480,CDK11B
1635224,1658824,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1635224,1659004,CDK11B
1636332,1659004,CDK11B
1637778,1659004,CDK11B
1637778,1659004,CDK11B
1637778,1659004,CDK11B
1661477,1692795,SLC35E2B
1661477,1692795,SLC35E2B
1699938,1701808,MMP23A
1702378,1724357,CDK11A
1702378,1724357,CDK11A
1702378,1724357,CDK11A
1702378,1724357,CDK11A
1702378,1724357,CDK11A
1702378,1724357,CDK11A
1727384,1746070,SLC35E2A
1732915,1746070,SLC35E2A
1745818,1751742,LOC112268218
1751231,1756882,NADK
1751231,1758134,NADK
1751231,1758642,NADK
1751231,1778470,NADK
1751231,1778470,NADK
1751231,1778470,NADK
1751231,1778816,NADK
1751231,1780031,NADK
1751231,1780031,NADK
1751231,1780031,NADK
1751231,1780514,NADK
1751231,1778470,NADK
1785285,1832292,GNB1
1785285,1890390,GNB1
1785285,1890404,GNB1
1785285,1890416,GNB1
1785285,1890427,GNB1
1785285,1890431,GNB1
1785285,1890431,GNB1
1785285,1890446,GNB1
1785285,1890446,GNB1
1785285,1890455,GNB1
1785285,1890469,GNB1
1785285,1890488,GNB1
1785285,1890493,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1785285,1891087,GNB1
1891179,1892726,GNB1-DT
1891179,1892726,GNB1-DT
1906001,1909126,LOC124903822
1915259,1917296,CALML6
1915259,1917296,CALML6
1915259,1917296,CALML6
1917590,1919279,TMEM52
1917590,1919279,TMEM52
1917590,1919279,TMEM52
1917590,1919279,TMEM52
1921956,2003786,CFAP74
1957367,1959030,LOC107984872
2013197,2018088,LOC105378589
2013197,2018088,LOC105378589
2019344,2030758,GABRD
2019858,2030758,GABRD
2019859,2030758,GABRD
2035765,2047447,LOC105378590
2035765,2047447,LOC105378590
2035765,2047447,LOC105378590
2048503,2185395,PRKCZ
2049200,2050070,PRKCZ-DT
2050410,2157329,PRKCZ
2050410,2169450,PRKCZ
2050410,2181914,PRKCZ
2050410,2181914,PRKCZ
2050410,2185395,PRKCZ
2050410,2185395,PRKCZ
2050410,2184666,PRKCZ
2050410,2184666,PRKCZ
2050755,2180909,PRKCZ
2050755,2185395,PRKCZ
2073663,2180909,PRKCZ
2073663,2180909,PRKCZ
2073663,2185395,PRKCZ
2073663,2185395,PRKCZ
2073663,2185395,PRKCZ
2073663,2185395,PRKCZ
2073663,2185395,PRKCZ
2074070,2180909,PRKCZ
2074070,2185395,PRKCZ
2074070,2185395,PRKCZ
2074632,2185395,PRKCZ
2104715,2180909,PRKCZ
2104715,2180909,PRKCZ
2104715,2185395,PRKCZ
2104715,2185395,PRKCZ
2111653,2180909,PRKCZ
2111653,2180909,PRKCZ
2111653,2185395,PRKCZ
2125665,2180909,PRKCZ
2133696,2180909,PRKCZ
2134925,2180909,PRKCZ
2145386,2180909,PRKCZ
2146198,2180909,PRKCZ
2146199,2180909,PRKCZ
2181793,2183875,PRKCZ-AS1
2184476,2194772,FAAP20
2184476,2194772,FAAP20
2184476,2194772,FAAP20
2184476,2194772,FAAP20
2184476,2194772,FAAP20
2184476,2207733,FAAP20
2184476,2207733,FAAP20
2189547,2194772,FAAP20
2189547,2194772,FAAP20
2189547,2194772,FAAP20
2189547,2199320,FAAP20
2189547,2207733,FAAP20
2189547,2207733,FAAP20
2189547,2212720,FAAP20
2189547,2194772,FAAP20
2189797,2192458,LOC112268219
2191900,2194772,FAAP20
2191900,2194772,FAAP20
2191900,2194772,FAAP20
2191900,2199298,FAAP20
2191900,2203799,FAAP20
2191900,2204139,FAAP20
2191900,2206224,FAAP20
2191900,2207733,FAAP20
2191900,2207733,FAAP20
2207012,2209335,LOC105378593
2212390,2220749,LOC124903823
2228318,2310213,SKI
2228318,2310213,SKI
2231443,2310213,SKI
2231443,2310213,SKI
2247232,2310213,SKI
2314994,2319268,LOC124903824
2315042,2319268,LOC124903824
2316592,2319268,LOC124903824
2317092,2319268,LOC124903824
2321252,2391554,MORN1
2350413,2352661,LOC100129534
2355154,2391554,MORN1
2374852,2391554,MORN1
2391840,2405436,RER1
2403973,2412564,PEX10
2403973,2412564,PEX10
2403973,2412564,PEX10
2403973,2413827,PEX10
2403973,2413827,PEX10
2403973,2413827,PEX10
2406722,2412564,PEX10
2406929,2412564,PEX10
2415942,2505532,PLCH2
2416383,2505532,PLCH2
2427637,2505530,PLCH2
2427637,2505530,PLCH2
2427637,2505532,PLCH2
2427637,2505532,PLCH2
2427637,2505532,PLCH2
2427637,2505532,PLCH2
2427637,2505532,PLCH2
2467450,2505532,PLCH2
2476288,2505532,PLCH2
2476314,2505530,PLCH2
2508536,2526192,PANK4
2508536,2526596,PANK4
2510069,2526596,PANK4
2516077,2526596,PANK4
2528744,2530263,HES5
2528744,2530263,HES5
2549919,2557011,TNFRSF14-AS1
2554233,2563829,TNFRSF14
2555362,2563829,TNFRSF14
2555800,2561819,TNFRSF14
2555800,2563829,TNFRSF14
2555800,2563829,TNFRSF14
2555800,2563829,TNFRSF14
2555800,2563829,TNFRSF14
2556370,2559769,TNFRSF14
2556370,2561819,TNFRSF14
2556370,2563829,TNFRSF14
2556370,2563829,TNFRSF14
2556370,2563829,TNFRSF14
2559151,2563829,TNFRSF14
2566534,2584534,LOC100996583
2586522,2591468,PRXL2B
2586522,2591468,PRXL2B
2586776,2591468,PRXL2B
2586776,2591468,PRXL2B
2586776,2591468,PRXL2B
2586776,2591468,PRXL2B
2586776,2591468,PRXL2B
2586776,2591468,PRXL2B
2586776,2591468,PRXL2B
2586776,2591468,PRXL2B
2586776,2591468,PRXL2B
2586776,2591468,PRXL2B
2590638,2633016,MMEL1
2628755,2636620,MMEL1-AS1
2636985,2801693,TTC34
2701376,2702276,LOC105378602
2701376,2702276,LOC105378602
2762487,2763387,LOC105378601
2762487,2763387,LOC105378601
2763418,2767518,LOC112268220
2764563,2765629,LOC107985732
2766072,2766972,LOC105378600
2766072,2766972,LOC105378600
2767827,2778767,LOC105378598
2770671,2778767,LOC105378598
2770680,2778767,LOC105378598
2770680,2778767,LOC105378598
2770680,2778767,LOC105378598
2770680,2778767,LOC105378598
2770680,2778767,LOC105378598
2770680,2778767,LOC105378598
2770680,2778767,LOC105378598
2770680,2778767,LOC105378598
2770680,2778767,LOC105378598
2770680,2778767,LOC105378598
2770680,2778767,LOC105378598
2770680,2778767,LOC105378598
2770680,2784745,LOC105378598
2770864,2778767,LOC105378598
2771524,2778767,LOC105378598
2771825,2772891,LOC107984904
2773494,2774394,LOC105378599
2773494,2774394,LOC105378599
2774416,2778767,LOC105378598
2774425,2778767,LOC105378598
2774425,2778767,LOC105378598
2774425,2778767,LOC105378598
2774608,2778767,LOC105378598
2814057,2817767,LOC124903825
2814057,2817767,LOC124903825
2814384,2816806,LOC124903826
3021466,3022903,ACTRT2
3055422,3075562,LOC124903827
3055422,3075562,LOC124903827
3059616,3067725,PRDM16-DT
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3059616,3075562,LOC124903827
3064071,3067725,PRDM16-DT
3069202,3438621,PRDM16
3069202,3438621,PRDM16
3127974,3128035,MIR4251
3161280,3166895,LOC105378606
3187557,3195526,LOC107984909
3210735,3213206,LOC105378605
3210735,3213745,LOC105378605
3210735,3213745,LOC105378605
3266944,3297275,LOC124903828
3306652,3313804,LOC105378604
3306652,3323497,LOC105378604
3454664,3481113,ARHGEF16
3454664,3481113,ARHGEF16
3457435,3473224,ARHGEF16
3457435,3481113,ARHGEF16
3466147,3481113,ARHGEF16
3467330,3481113,ARHGEF16
3487950,3531166,MEGF6
3487950,3531411,MEGF6
3487950,3531411,MEGF6
3487950,3531411,MEGF6
3487950,3531411,MEGF6
3487950,3531411,MEGF6
3487950,3531411,MEGF6
3487950,3531411,MEGF6
3487950,3531411,MEGF6
3487950,3531411,MEGF6
3487950,3611508,MEGF6
3487950,3611508,MEGF6
3487950,3611508,MEGF6
3487950,3611508,MEGF6
3487950,3611508,MEGF6
3487950,3611508,MEGF6
3487950,3611508,MEGF6
3487950,3611508,MEGF6
3487950,3611508,MEGF6
3487950,3611508,MEGF6
3487950,3624786,MEGF6
3487950,3624786,MEGF6
3494760,3624786,MEGF6
3548479,3550572,LOC105378608
3560694,3560790,MIR551A
3625014,3630127,TPRG1L
3630769,3650103,WRAP73
3630769,3650103,WRAP73
3630769,3650103,WRAP73
3630769,3650103,WRAP73
3630769,3650103,WRAP73
3652515,3736201,TP73
3652515,3736201,TP73
3652515,3736201,TP73
3652515,3736201,TP73
3652515,3736201,TP73
3652515,3736201,TP73
3658642,3664514,TP73-AS3
3658642,3664970,TP73-AS3
3658642,3668945,TP73-AS3
3669079,3736201,TP73
3675325,3736201,TP73
3690671,3736201,TP73
3690671,3736201,TP73
3690671,3736201,TP73
3690671,3736201,TP73
3690671,3736201,TP73
3690671,3736201,TP73
3698045,3736201,TP73
3712199,3714298,TP73-AS2
3735983,3746771,GFOD3P
3735983,3747373,GFOD3P
3735983,3747373,GFOD3P
3735983,3747373,GFOD3P
3735983,3747373,GFOD3P
3752449,3771645,CCDC27
3772748,3775956,SMIM1
3772748,3775956,SMIM1
3772748,3775956,SMIM1
3772748,3775956,SMIM1
3772748,3775956,SMIM1
3778558,3796498,LRRC47
3812085,3857211,CEP104
3812085,3857211,CEP104
3812085,3857211,CEP104
3812085,3857211,CEP104
3812085,3857211,CEP104
3812085,3857211,CEP104
3812085,3857211,CEP104
3812085,3857211,CEP104
3828879,3857211,CEP104
3849810,3851719,LOC124903829
3857475,3866402,DFFB
3857475,3885429,DFFB
3857475,3885429,DFFB
3857475,3885429,DFFB
3857475,3885429,DFFB
3857475,3885429,DFFB
3857475,3885429,DFFB
3857475,3885429,DFFB
3857475,3885429,DFFB
3857475,3885429,DFFB
3857475,3885429,DFFB
3857475,3885429,DFFB
3857475,3885429,DFFB
3857475,3885429,DFFB
3857475,3885429,DFFB
3889132,3899581,C1orf174
3889132,3900272,C1orf174
3890931,3900272,C1orf174
3900403,3915447,LINC01134
3940611,3952583,LINC01346
3947148,3948980,LINC01345
3976089,3981756,LINC02780
3976089,3998783,LINC02780
3976089,4011886,LINC02780
3976089,4012704,LINC02780
3976089,4012704,LINC02780
4412050,4424684,LINC01777
4432145,4439709,LOC105376674
4432145,4443634,LOC105376674
4552004,4556565,LOC124904578
4571486,4583706,LINC01646
4654608,4777795,AJAP1
4654608,4792534,AJAP1
4654608,4792534,AJAP1
4973390,4981567,LINC02781
4973413,4983958,LINC02781
4992629,4998716,LOC124904589
4997368,5004349,LOC102724429
4997845,5004349,LOC102724429
4997848,5004349,LOC102724429
5086458,5098548,LINC02782
5131855,5135311,LOC105376682
5422641,5428379,LOC124904590
5470328,5481317,LOC107984911
5490841,5494629,LOC105376686
5490841,5494629,LOC105376686
5490841,5494629,LOC105376686
5490841,5494629,LOC105376686
5680951,5681026,LOC124900451
5704310,5713958,LOC124903830
5708170,5713958,LOC124903830
5862671,5862741,MIR4689
5862810,5961908,NPHP4
5862810,5961949,NPHP4
5862810,5978352,NPHP4
5862810,5986327,NPHP4
5862810,5986327,NPHP4
5862810,5986327,NPHP4
5862810,5986327,NPHP4
5862810,5986327,NPHP4
5862810,5986327,NPHP4
5862810,5990827,NPHP4
5862810,5991924,NPHP4
5862810,5991924,NPHP4
5862810,5991924,NPHP4
5862810,5991924,NPHP4
5862810,5991924,NPHP4
5862810,5991924,NPHP4
5862810,5991924,NPHP4
5862810,5991924,NPHP4
5862810,5991924,NPHP4
5862810,5991924,NPHP4
5862810,5992425,NPHP4
5862810,5992425,NPHP4
5862810,5992425,NPHP4
5862810,5992425,NPHP4
5862810,5992425,NPHP4
5862810,5992425,NPHP4
5862810,5992425,NPHP4
5864353,5986327,NPHP4
5864523,5986327,NPHP4
5867862,5986327,NPHP4
5875114,5986327,NPHP4
5887321,5986327,NPHP4
5992675,6094380,KCNAB2
5992675,6101180,KCNAB2
5992675,6101180,KCNAB2
5992675,6101180,KCNAB2
5992675,6101180,KCNAB2
5992675,6101180,KCNAB2
5992675,6101180,KCNAB2
6026332,6101180,KCNAB2
6026332,6101180,KCNAB2
6026332,6101180,KCNAB2
6034687,6101180,KCNAB2
6035060,6101180,KCNAB2
6045887,6101180,KCNAB2
6045887,6101180,KCNAB2
6045887,6101180,KCNAB2
6085254,6086371,LOC124903831
6101786,6180321,CHD5
6185019,6199595,RPL22
6204839,6205780,RNF207-AS1
6206118,6213170,RNF207
6206118,6213170,RNF207
6206118,6221299,RNF207
6206118,6221299,RNF207
6206118,6221299,RNF207
6206118,6213173,RNF207
6206118,6215714,RNF207
6206118,6218369,RNF207
6206118,6218369,RNF207
6206535,6221299,RNF207
6221192,6234510,ICMT
6221192,6235964,ICMT
6233541,6235964,ICMT
6236239,6239444,ICMT-DT
6244178,6245578,HES3
6247352,6255252,GPR153
6247352,6261098,GPR153
6247352,6261098,GPR153
6264271,6358929,ACOT7
6264271,6360714,ACOT7
6264271,6360877,ACOT7
6264271,6385768,ACOT7
6264271,6393767,ACOT7
6415231,6419919,HES2
6424775,6447048,ESPN
6424775,6448751,ESPN
6424775,6456671,ESPN
6424775,6456671,ESPN
6424775,6460944,ESPN
6424775,6460944,ESPN
6424775,6460944,ESPN
6424775,6461370,ESPN
6429833,6429896,MIR4252
6436693,6456671,ESPN
6448027,6456671,ESPN
6448027,6456671,ESPN
6448469,6456671,ESPN
6451291,6456671,ESPN
6460785,6466173,TNFRSF25
6460785,6466173,TNFRSF25
6460785,6466173,TNFRSF25
6460785,6466173,TNFRSF25
6460785,6466173,TNFRSF25
6464110,6466173,TNFRSF25
6467121,6485467,PLEKHG5
6467121,6485951,PLEKHG5
6467121,6490580,PLEKHG5
6467121,6490580,PLEKHG5
6467121,6491667,PLEKHG5
6467121,6497231,PLEKHG5
6467121,6497412,PLEKHG5
6467121,6520092,PLEKHG5
6521346,6544916,NOL9
6521346,6549591,NOL9
6521346,6549659,NOL9
6521346,6549693,NOL9
6521346,6554513,NOL9
6555306,6579755,TAS1R1
6555306,6579755,TAS1R1
6555306,6579755,TAS1R1
6567547,6579433,LOC107984912
6567547,6579433,LOC107984912
6569173,6579755,TAS1R1
6579993,6586751,ZBTB48
6579993,6586751,ZBTB48
6579993,6588442,ZBTB48
6579993,6589280,ZBTB48
6579993,6589280,ZBTB48
6579993,6589280,ZBTB48
6579993,6589280,ZBTB48
6579993,6589280,ZBTB48
6579993,6589280,ZBTB48
6579993,6589280,ZBTB48
6579993,6589280,ZBTB48
6579993,6589280,ZBTB48
6579993,6589280,ZBTB48
6579993,6589280,ZBTB48
6582233,6589280,ZBTB48
6590723,6602869,KLHL21
6590723,6602869,KLHL21
6603446,6613387,LOC107984913
6613730,6624030,PHF13
6615329,6624030,PHF13
6624867,6633562,THAP3
6624867,6633562,THAP3
6624867,6633562,THAP3
6624867,6633562,THAP3
6625182,6633562,THAP3
6625182,6633562,THAP3
6625182,6633562,THAP3
6625182,6635595,THAP3
6625182,6635595,THAP3
6625182,6635595,THAP3
6628498,6633562,THAP3
6634169,6681037,DNAJC11
6634169,6701816,DNAJC11
6724744,6730012,LINC01672
6727526,6730012,LINC01672
6752722,6752821,LOC124904847
6783891,6784980,CAMTA1-DT
6785453,6872016,CAMTA1
6785453,6872016,CAMTA1
6785453,6872016,CAMTA1
6785453,6888201,CAMTA1
6785453,7370270,CAMTA1
6785453,7708909,CAMTA1
6785453,7714479,CAMTA1
6785453,7762985,CAMTA1
6785453,7762985,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,7769706,CAMTA1
6785453,6872016,CAMTA1
6785453,6874423,CAMTA1
6785453,6886339,CAMTA1
6785453,6888201,CAMTA1
6785453,6888201,CAMTA1
6785453,6888201,CAMTA1
6785453,6903424,CAMTA1
6799294,7769706,CAMTA1
6819080,7769706,CAMTA1
6828816,6852145,LOC124903832
7008375,7014279,CAMTA1-AS3
7364393,7370270,CAMTA1-IT1
7382486,7389754,CAMTA1-AS2
7388182,7389754,CAMTA1-AS2
7388182,7389754,CAMTA1-AS2
7440566,7441617,CAMTA1-AS1
7503036,7508625,LOC105376691
7669729,7769706,CAMTA1
7669729,7769706,CAMTA1
7669729,7769706,CAMTA1
7669729,7769706,CAMTA1
7669729,7769706,CAMTA1
7669729,7769706,CAMTA1
7669764,7769706,CAMTA1
7671984,7769706,CAMTA1
7671984,7769706,CAMTA1
7680087,7769706,CAMTA1
7693123,7704562,LOC105376689
7693123,7704562,LOC105376689
7704735,7769706,CAMTA1
7704735,7769706,CAMTA1
7704735,7769706,CAMTA1
7704735,7769706,CAMTA1
7704735,7769706,CAMTA1
7704735,7769706,CAMTA1
7704735,7769706,CAMTA1
7704735,7769706,CAMTA1
7710607,7769706,CAMTA1
7728338,7769706,CAMTA1
7771295,7781432,VAMP3
7784290,7845177,PER3
